Project,Bug ID,Severity Label,Resolution Status,Short Description
Platform,125808,minor,FIXED,[Field Assist] assist hint hover should use tool tip caption
Firefox,337858,minor,FIXED,Command-backtick (Cmd-`) does not switch windows unless held down
Core,720759,minor,FIXED,Windows warning patrol
Platform,144067,minor,FIXED,Repository types not sorted in the share project wizard
Core,364331,minor,FIXED,nsWindow::SetCursor should call PR_UnloadLibrary
Thunderbird,478605,minor,FIXED,"Rename remaining ""offline"" labels to ""syncing"" for IMAP accounts"
Platform,183503,minor,FIXED,Text formatting finishes too early when pasted
Platform,282998,minor,FIXED,Disposing image during printing crashes SWT on MacOS
Core,539426,minor,FIXED,"Print to file by default PostScript, other Gnome apps default to PDF"
Core,504735,minor,FIXED,--disable-threadsafe actually enables threadsafe
CDT,244928,minor,FIXED,[formatter] macros after controlflow statements without braces: new line missing
JDT,339176,minor,FIXED,[navigation] Ctrl+click on continue jumps to the label
CDT,327311,minor,FIXED,Typing 'Enter' in a multi-line comment might copy too much from the previous line
Core,337873,minor,FIXED,Remove unused preference network.enablePad
Core,523686,minor,FIXED,Kill fun_enumerate
Platform,158747,minor,FIXED,missing icon on the standby page of the swt welcome theme purple mesh
Bugzilla,398798,minor,FIXED,checksetup.pl 'commands to install' should quote Perl module names
JDT,132139,minor,FIXED,[assist] Duplicate names while completing in local variable declaration
Core,700910,minor,FIXED,"Implement macro-based support for C++11 = delete deleted function syntax, in at least some compilers"
CDT,163691,minor,FIXED,Incorrect syntax highlight of numbers
Firefox,337269,minor,FIXED,nsSessionStore.js needs \n's with its dumps
Core,333298,minor,FIXED,nsTextToSubURI::UnEscapeAndConvert leaks pBuf if decoder->Convert fails
JDT,284854,minor,FIXED,TVT35:TCT286: JPN: missing mnemonic key in Build Path context menu
Thunderbird,495020,minor,FIXED,Unread Folder population causes focused folder to change
Core,748646,minor,FIXED,Put all the block's text-overflow markers at the bottom of PositionedDescendants()
Thunderbird,446367,minor,FIXED,User-agent for messages doesn't follow branding type (Official/Unofficial)
Firefox,580965,minor,FIXED,Vertical lines between non-tab tab bar elements look out of place in the tabs on top mode
Core,530299,minor,FIXED,Replace PR_MIN/PR_MAX with NS_MIN/NS_MAX in /xpcom
Core,399758,minor,FIXED,Memory leak at About: window
Core,725888,minor,FIXED,"Unfriend js_GetClassPrototype, and remove a bunch of calls to it"
JDT,130895,minor,FIXED,Closed Projects Filter in Package Explorer no longer removes expansion symbol from empty working sets
JDT,151187,minor,FIXED,[build path] Hide default package in DialogPackageExplorer
Core,742805,minor,FIXED,Do not dump ril socket failures on a desktop build with --enable-b2g-ril
Core,352068,minor,FIXED,"Round-trip change with ""!(3)"""
Bugzilla,357346,minor,FIXED,Invalid ID for some <input> fields in global/userselect.html.tmpl
Firefox,393205,minor,FIXED,Don't keep a sandbox around all the time
Firefox,340898,minor,FIXED,Remove the pref .sessionstore.resume_session in favor of .startup.page
JDT,139172,minor,FIXED,Inline binary method should fail with a more precise message
Platform,282954,minor,FIXED,Commented javascript injected before every </head> tags
Firefox,679016,minor,FIXED,Remove Netscape Profile Migrator
JDT,311594,minor,FIXED,test plugin lacks Bundle-RequiredExecutionEnvironment
Core,374635,minor,FIXED,"[Midas] Visited links are black, not purple"
Core,322720,minor,FIXED,"When <xul:textbox> is focused by clicking, caret isn't visible immediately (starts in wrong part of ""blink cycle"")"
Core,789643,minor,FIXED,Fix `GetCOMPtrCount() defined but not used` warning in nsTraceRefcntImpl.cpp
JDT,133217,minor,FIXED,Suspend policy combo should be read only
Platform,127630,minor,FIXED,"New History view's ""Compare With Local Revision"""
JDT,176221,minor,FIXED,JUnit Library Forgets Its Javadoc Setting
Thunderbird,360800,minor,FIXED,Confirm dialog for notification is not descriptive enough
Core,504934,minor,FIXED,"Add explicit braces to if-statement, to fix build warning in nsContentBlocker.cpp"
Platform,215159,minor,FIXED,[PropertiesView] description of last selected item stays in status line after deselection
Platform,238961,minor,FIXED,Open with > web browser for url with spaces doe not work with Firefox
Firefox,359050,minor,FIXED,Element Propeties - Link Properties incorrectly displays open in new window/tab
CDT,281585,minor,FIXED,[pda] Refactor of PDA's IAdapterFactory implementation.
JDT,133744,minor,FIXED,Implementation of com.sun.mirror.util.Declarations differs from Sun's apt
JDT,167825,minor,FIXED,Convert to enhanced for loop drops additional variable initialization
Firefox,385661,minor,FIXED,Backout special pmstripe browser.css
Core,424094,minor,FIXED,Checkboxes and radiobuttons in XUL has no hover effect.
CDT,138212,minor,FIXED,[Editor] Preferences opened from context menu should include C/C++ editor pages
Bugzilla,578197,minor,FIXED,[PostgreSQL] Fix old altered-to-serial columns that weren't upgraded as well as they could have been
Core,469927,minor,FIXED,TM: much slower than interpreter with short loop with |let|
Platform,172146,minor,FIXED,[apidoc] IFileStore.putInfo() doesnt throw an exception on failure in some cases
Platform,297271,minor,FIXED,AbstractCopyOrMoveResourcesOperation subclasses don't have @noextend API tags
Bugzilla,397665,minor,FIXED,"""Assigning Group Controls to Products"" doesn't explain editcomponents, canconfirm, editbugs"
Platform,128918,minor,FIXED,"[CheatSheet] ""Contact the cheat sheet provider for assistance"" should be reworded"
Core,434429,minor,FIXED,Add [shared] to nsPIPluginHost::getPluginName() out param
Core,352936,minor,FIXED,Download manager window not focused properly when page has text selected
Core,719518,minor,FIXED,Selection.extend() with no ranges should throw standard exception type
Firefox,348431,minor,FIXED,When customizing the url bar drop down is active
CDT,311628,minor,FIXED,TVT36:TCT139: CHS: Mnemonic Keys Aren't Needed for Flyover
Core,351219,minor,FIXED,Decompiler outputs NaN or Infinity where it shouldn't
Core,784367,minor,FIXED,Problem on non-ASCII document.cookie & document.write
Core,562582,minor,FIXED,suggest parentheses around assignment used as truth value in nsRegion::ToOutsidePixels
Core,602516,minor,FIXED,Either PresShell::Freeze uselessly null checks mDocument or crash [@ PresShell::UpdateImageLockingState]
Core,514071,minor,FIXED,"warning: format ‘%llu’ expects type ‘long long unsigned int’, but argument 4 has type ‘long unsigned int’"
Platform,154260,minor,FIXED,Correct org.eclipse.ui.handlers extension point documentation
Firefox,370456,minor,FIXED,Missing kbd accelerator for History->Home and Bookmarks->Organize Bookmarks...
Core,744935,minor,FIXED,Remove JS_PROPERTY_TREE
JDT,284855,minor,FIXED,TVT35:TCT287: JPN: missing mnemonic key in Source context menu
CDT,191744,minor,FIXED,Switching build configurations should not save .cproject
Bugzilla,428511,minor,FIXED,Status and resolution values in dependency trees not localizable
Core,655872,minor,FIXED,Cleanup get_inner_gdk_window
JDT,216122,minor,FIXED,[breadcrumb] Handle IPackageDeclaration and IImportDeclaration
Core,423130,minor,FIXED,"Inconsistent layout with padding, removing RLM"
JDT,297593,minor,FIXED,Java class wizard gives incorrect warning message
CDT,203842,minor,FIXED,DVT33:TCT821: el - CDT - Broken link to cdt_t_proj_ref.htm
Firefox,431140,minor,FIXED,"Places:When Drop a Bookmark Item or Folder in Liblary window,the Liblary window  flickers two or tree times."
Bugzilla,356393,minor,FIXED,No title is displayed when confirming a bug by popular votes
Platform,129456,minor,FIXED,SWTSpy code has no license specified
Bugzilla,334001,minor,FIXED,"""How to Release Bugzilla"" docs recommend breaking people's LASTORDER cookies"
Core,529820,minor,FIXED,nsCategoryCache is slightly unsafe
Platform,160963,minor,FIXED,Coulnd't add ant files to custom ANT build steps...
Core,530410,minor,FIXED,Replace PR_MIN/PR_MAX with NS_MIN/NS_MAX in /embedding/
CDT,257517,minor,FIXED,[project model] Incorrect handling of project delete delta
Core,744663,minor,FIXED,test_websocket_basic.html: additional improvements after bug 621347
CDT,296014,minor,FIXED,'Add new expression' can end up in the middle of Expression list
Bugzilla,361176,minor,FIXED,[PostgreSQL] Warning when creating the logincookies table
Bugzilla,371774,minor,FIXED,process_bug.cgi should only validate longdesclength on mid-air collision
Core,510523,minor,FIXED,"Checking ""Remember for this site"" stops prompt from working on file:// URIs"
Core,350063,minor,FIXED,Window index returned -1 always on calling Accessible_getIndexInParent
Thunderbird,410996,minor,FIXED,Answering a news article in a saved search folder creates mail reply instead of follow-up
Bugzilla,678844,minor,FIXED,"When trying to edit a non-existent classification, the error message has missing words"
Core,645956,minor,FIXED,Remove NS_NewCSS*Rule functions
Platform,138417,minor,FIXED,[CheatSheet] Help button on Cheat Sheet Selection Dialog should link to cheat sheet help
Firefox,471558,minor,FIXED,generalNotCached is not used nowhere
Thunderbird,390921,minor,FIXED,mail back/forward menu item formatting is weird (folder - subject:author)
Platform,170050,minor,FIXED,small error in ant hover info
Core,334055,minor,FIXED,nsIContent::List implementations assert too much
Core,402729,minor,FIXED,[10.5] Thunderbird title bar color is off (too light)
Thunderbird,604855,minor,FIXED,Tabbing from subject to body adds a tab in the body
Core,702437,minor,FIXED,Implement MOZ_OVERRIDE to start using C++11 override controls
Platform,135040,minor,FIXED,CCombo.dropdown doesn't handle the screen's right edge
Platform,166511,minor,FIXED,[Intro] Minor string update for First Steps
Platform,229765,minor,FIXED,NPE opening .project file in Project Explorer with tests loaded
Firefox,596273,minor,FIXED,cursor over the form's error popup let you think you can select text
Core,468353,minor,FIXED,designmode.css is not removed after designMode is turned off
Core,506063,minor,FIXED,Add rect emptiness check to imgContainer::ExtractCurrentFrame()
JDT,200055,minor,FIXED,BadLocationException thrown for newly created class
Core,363390,minor,FIXED,IS_LOW_SURROGATE conflicts with winnls.h
JDT,337275,minor,FIXED,Incorrect/outdated javadoc for org.eclipse.jdt.core.dom.Expression
JDT,235272,minor,FIXED,javadoc of JavaCore#COMPILER_PB_MISSING_JAVADOC_TAG_DESCRIPTION needs improvement
Platform,171995,minor,FIXED,SWT Labels does not show accelerator characters when thier parent is a TabFolder
Core,728095,minor,FIXED,Remove primitive-this overlaying from JSObject
Bugzilla,562551,minor,FIXED,Template Hooks cannot be utilized without extensions/create.pl
Core,334687,minor,FIXED,Possible null pointer dereference in nsPluginHostImpl.cpp
Core,645662,minor,FIXED,Should not consume mouse down event at the sub menu of splitmenu child or toolbarbutton rolled up
Thunderbird,507017,minor,FIXED,Top of the folder pane looks weird if scrolled
Core,469942,minor,FIXED,"TM: 20% slower to compute -"""""
Core,698237,minor,FIXED,Invalidate affected frames when a range in a selection is modified
Firefox,388334,minor,FIXED,Page Info theme should be more reusable by extensions.
Firefox,574514,minor,FIXED,Hide personal toolbar only if user did not customize it or edited bookmarks
Platform,248316,minor,FIXED,Ant Runtime Preference Page. Bug providing property key ending with space
Thunderbird,812877,minor,FIXED,Rename purpleConversation -> prplConversation where appropriate
Platform,149474,minor,FIXED,"Add ""preference page"" to ref-content-type.htm"
Core,469672,minor,FIXED,"Destroy event target chain using a loop, not recursion"
Platform,199571,minor,FIXED,Description column is too narrow in Problems view
Bugzilla,633055,minor,FIXED,"Bug.legal_values throws warnings when you pass an undef ""field"""
Core,331558,minor,FIXED,Decompiler: Missing = in default xml namespace statement
Core,331894,minor,FIXED,Edit As New: <BODY> attributes not copied if tag is uppercase
Firefox,510780,minor,FIXED,"Use doCommand instead of manually generating a ""command"" event in browser chrome tests"
Core,363444,minor,FIXED,ScrollViewToShowRect miscalculates if the rect to show is smaller than the line height
Core,434733,minor,FIXED,colgroup width tag is not overriden when col width is specified
CDT,195219,minor,FIXED,CNavigatorContentProvider should handle hasChildren for IProjects
Core,562508,minor,FIXED,comparison between signed and unsigned integer expressions in nsOggPlayStateMachine::Run()
Firefox,405776,minor,FIXED,Wrong context-menu for bookmarks subfolders after its bookmarks get hovered
JDT,339896,minor,FIXED,[Change Method Signature] Preview is incorrect when a varargs parameter is present
Platform,138165,minor,FIXED,"Cannot move focus to Excel when OleClientSite(...""Excel.Sheet"") is running"
Platform,308381,minor,FIXED,[Accessibility] Scrollviews ignored in accessibility hierarchy
Core,633164,minor,FIXED,Zoomed ogg video renders at the wrong size until I move the mouse
Core,523742,minor,FIXED,Disable the Get Certificate button on the cert exception dialog when the cert is being retrieved in the background
Core,567511,minor,FIXED,Setting document.domain breaks canvas getImageData functionality
Core,569529,minor,FIXED,Make Set* methods in nsROCSSPrimitiveValue non-inline
Bugzilla,460376,minor,FIXED,checksetup.pl instructions to install missing Perl modules are hardcoded in english
Platform,187382,minor,FIXED,"TVT33:TCT257: es - TEMPLATE DEFAULT VALUES - REMOVE title truncated, windows size is too small, cannot resize"
Core,506628,minor,FIXED,deadcode in nsPluginInstanceOwner::ProcessEventX11Composited
